covariate,smd_before,smd_after,abs_reduction,balanced_after
age,-1.009432683149511,0.2972090757702636,0.7122236073792474,False
education,-0.6805169734422499,0.07126172512504239,0.6092552483172076,True
black,1.479802531518478,0.05775955639575394,1.422042975122724,True
hispanic,0.1285907971687595,0.023300235612160713,0.1052905615565988,True
married,-1.8423346660231166,0.19505340848294944,1.6472812575401672,False
nodegree,0.8792132091127671,0.05854695007623557,0.8206662590365316,True
re74,-1.717826082480409,-0.23672993463826253,1.4810961478421465,False
re75,-1.774366952479346,-0.14520994401404258,1.6291570084653033,False
