ate,naive_se,naive_lo,naive_hi,boot_se,boot_lo,boot_hi,n_replicates,se_inflation_pct
4.850926059262614,0.19069562191629827,4.4771695082972025,5.224682610228025,0.30111116906901764,4.4021517181009315,5.520053831778864,500,57.90145890249325
