covariate,smd_before,smd_after,abs_reduction,balanced_after
X1,0.4830541176318736,0.0006141704382229142,0.4824399471936507,True
X2,0.00459417707750876,-0.027841786514782058,-0.023247609437273296,True
X3,-0.0007787094990627279,-0.007728811325275187,-0.00695010182621246,True
