covariate,smd_before,smd_after,abs_reduction,balanced_after
age,-0.7961833136032838,0.13821637383578864,0.6579669397674951,False
education,-0.6785020937631997,0.027537674936933806,0.6509644188262659,True
black,2.4277468150409307,0.0,2.4277468150409307,True
hispanic,-0.0506973051849916,0.12900832986001198,-0.07831102467502038,False
married,-1.2326475800510805,0.013840625109701883,1.2188069549413787,True
nodegree,0.903811055230219,0.02359013327218533,0.8802209219580337,True
re74,-1.5689896088899171,0.0020366235208220946,1.566952985369095,True
re75,-1.7464280567572683,0.08118703503752236,1.665241021719746,True
